First Name,Last Name,Mailing Address,Mailing City,Mailing State,Mailing Zip,Property Address,Property City,Property State,Property Zip,Lead Type,Document Type,Date Filed,Document Number,Amount/Debt Owed,Seller Score,Motivated Seller Flags,Source,Public Records URL,Parcel Number,Appraised Value,Delinquent Taxes,Delinquent Amount,Homestead Exemption,Out-of-State Owner,Neighborhood,Violation Status,Violation Description,Violation Severity
,,,,OH,,3417 E 103Rd St,Cleveland,OH,44104,Condemned Property,CONDEMN,08/29/2024,CONDEMN-127-24-124,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,127-24-124,,No,,No,No,Kinsman,Condemned,,
,,,,OH,,10719 Grantwood Ave,Cleveland,OH,44108,Condemned Property,CONDEMN,08/28/2024,CONDEMN-109-16-018,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,109-16-018,,No,,No,No,Glenville,Condemned,,
,,,,OH,,14210 Glenside Rd,Cleveland,OH,44110,Condemned Property,CONDEMN,08/28/2024,CONDEMN-111-27-033,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,111-27-033,,No,,No,No,Collinwood-Nottingham,Condemned,,
,,,,OH,,7307 Linwood Ave,Cleveland,OH,44103,Condemned Property,CONDEMN,08/22/2024,CONDEMN-106-10-118,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,106-10-118,,No,,No,No,Hough,Condemned,,
,,,,OH,,753 E 95Th St,Cleveland,OH,44108,Condemned Property,CONDEMN,08/21/2024,CONDEMN-108-07-119,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,108-07-119,,No,,No,No,Glenville,Condemned,,
,,,,OH,,933 Rudyard Rd,Cleveland,OH,44110,Condemned Property,CONDEMN,08/16/2024,CONDEMN-115-27-072,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,115-27-072,,No,,No,No,Collinwood-Nottingham,Condemned,,
,,,,OH,,2836 East Blvd,Cleveland,OH,44104,Condemned Property,CONDEMN,08/15/2024,CONDEMN-128-07-066,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,128-07-066,,No,,No,No,Buckeye-Woodhill,Condemned,,
,,,,OH,,18006 S Waterloo Rd,Cleveland,OH,44119,Condemned Property,CONDEMN,08/15/2024,CONDEMN-116-07-001,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,116-07-001,,No,,No,No,Collinwood-Nottingham,Condemned,,
,,,,OH,,10314 Kempton Ave,Cleveland,OH,44108,Condemned Property,CONDEMN,08/08/2024,CONDEMN-109-04-149,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,109-04-149,,No,,No,No,Glenville,Condemned,,
,,,,OH,,661 Parkwood Dr,Cleveland,OH,44108,Condemned Property,CONDEMN,08/06/2024,CONDEMN-108-25-116,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,108-25-116,,No,,No,No,Glenville,Condemned,,
,,,,OH,,10725 Morison Ave,Cleveland,OH,44108,Condemned Property,CONDEMN,08/05/2024,CONDEMN-109-15-174,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,109-15-174,,No,,No,No,Glenville,Condemned,,
,,,,OH,,10522 Olivet Ave,Cleveland,OH,44108,Condemned Property,CONDEMN,08/05/2024,CONDEMN-109-18-140,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,109-18-140,,No,,No,No,Glenville,Condemned,,
,,,,OH,,3564 E 154Th St,Cleveland,OH,44120,Condemned Property,CONDEMN,07/31/2024,CONDEMN-139-20-049,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,139-20-049,,No,,No,No,Mount Pleasant,Condemned,,
,,,,OH,,10211 Empire Ave,Cleveland,OH,44108,Condemned Property,CONDEMN,07/30/2024,CONDEMN-017-21-018,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,017-21-018,,No,,No,No,West Boulevard,Condemned,,
,,,,OH,,1346 W 54Th St,Cleveland,OH,44102,Condemned Property,CONDEMN,07/29/2024,CONDEMN-003-09-099,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,003-09-099,,No,,No,No,Detroit Shoreway,Condemned,,
,,,,OH,,3183 W 105Th St,Cleveland,OH,44111,Condemned Property,CONDEMN,07/25/2024,CONDEMN-005-14-116,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,005-14-116,,No,,No,No,West Boulevard,Condemned,,
,,,,OH,,6615 Clark Ave,Cleveland,OH,44102,Condemned Property,CONDEMN,07/25/2024,CONDEMN-006-30-012,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,006-30-012,,No,,No,No,West Boulevard,Condemned,,
,,,,OH,,4125 Sackett Ave,Cleveland,OH,44109,Condemned Property,CONDEMN,07/25/2024,CONDEMN-015-06-132,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,015-06-132,,No,,No,No,Clark-Fulton,Condemned,,
,,,,OH,,2346 E 82Nd St,Cleveland,OH,44104,Condemned Property,CONDEMN,07/25/2024,CONDEMN-119-26-049,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,119-26-049,,No,,No,No,Fairfax,Condemned,,
,,,,OH,,3243 E 55Th St,Cleveland,OH,44127,Condemned Property,CONDEMN,07/25/2024,CONDEMN-125-25-006,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,125-25-006,,No,,No,No,Broadway-Slavic Village,Condemned,,
,,,,OH,,10601 Hathaway Ave,Cleveland,OH,,Condemned Property,CONDEMN,07/24/2024,CONDEMN-109-18-144,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,109-18-144,,No,,No,No,Glenville,Condemned,,
,,,,OH,,11314 Mount Overlook Ave,Cleveland,OH,44104,Condemned Property,CONDEMN,07/24/2024,CONDEMN-121-34-087,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,121-34-087,,No,,No,No,Buckeye-Woodhill,Condemned,,
,,,,OH,,7116 Fullerton Ave,Cleveland,OH,44105,Condemned Property,CONDEMN,07/23/2024,CONDEMN-133-20-018,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,133-20-018,,No,,No,No,Broadway-Slavic Village,Condemned,,
,,,,OH,,2192 W 101St St,Cleveland,OH,44102,Condemned Property,CONDEMN,07/19/2024,CONDEMN-005-21-026,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,005-21-026,,No,,No,No,Cudell,Condemned,,
,,,,OH,,3363 E 117Th St,Cleveland,OH,44120,Condemned Property,CONDEMN,07/19/2024,CONDEMN-130-21-100,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,130-21-100,,No,,No,No,Mount Pleasant,Condemned,,
,,,,OH,,1007 E 145Th St,Cleveland,OH,44110,Condemned Property,CONDEMN,07/19/2024,CONDEMN-115-13-160,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,115-13-160,,No,,No,No,Collinwood-Nottingham,Condemned,,
,,,,OH,,1030 E 149Th St,Cleveland,OH,44110,Condemned Property,CONDEMN,07/18/2024,CONDEMN-115-13-021,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,115-13-021,,No,,No,No,Collinwood-Nottingham,Condemned,,
,,,,OH,,1617 Catalpa,Cleveland,OH,44112,Condemned Property,CONDEMN,07/18/2024,CONDEMN-117-10-002,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,117-10-002,,No,,No,No,Euclid-Green,Condemned,,
,,,,OH,,12208 Osceola,Cleveland,OH,44108,Condemned Property,CONDEMN,07/17/2024,CONDEMN-110-28-014,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,110-28-014,,No,,No,No,Glenville,Condemned,,
,,,,OH,,475 E 128Th St,Cleveland,OH,44108,Condemned Property,CONDEMN,07/17/2024,CONDEMN-111-12-070,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,111-12-070,,No,,No,No,Glenville,Condemned,,
,,,,OH,,13505 Woodworth Ave,Cleveland,OH,44110,Condemned Property,CONDEMN,07/16/2024,CONDEMN-111-24-050,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,111-24-050,,No,,No,No,Collinwood-Nottingham,Condemned,,
,,,,OH,,889 E 147 St,Cleveland,OH,44110,Condemned Property,CONDEMN,07/16/2024,CONDEMN-115-06-030,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,115-06-030,,No,,No,No,Collinwood-Nottingham,Condemned,,
,,,,OH,,2382 74Th,Cleveland,OH,44104,Condemned Property,CONDEMN,07/16/2024,CONDEMN-118-33-113,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,118-33-113,,No,,No,No,Fairfax,Condemned,,
,,,,OH,,3190 W 47Th Pl,Cleveland,OH,44102,Condemned Property,CONDEMN,07/12/2024,CONDEMN-016-13-065,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,016-13-065,,No,,No,No,Stockyards,Condemned,,
,,,,OH,,1770 W 57Th St,Cleveland,OH,44102,Condemned Property,CONDEMN,07/10/2024,CONDEMN-002-33-101,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,002-33-101,,No,,No,No,Detroit Shoreway,Condemned,,
,,,,OH,,17205 Grovewood Ave,Cleveland,OH,44119,Condemned Property,CONDEMN,07/10/2024,CONDEMN-113-26-037,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,113-26-037,,No,,No,No,North Shore Collinwood,Condemned,,
,,,,OH,,12706 Bartfield Ave,Cleveland,OH,44108,Condemned Property,CONDEMN,07/02/2024,CONDEMN-111-12-050,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,111-12-050,,No,,No,No,Glenville,Condemned,,
,,,,OH,,663 E 96Th St,Cleveland,OH,44108,Condemned Property,CONDEMN,07/01/2024,CONDEMN-108-05-020,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,108-05-020,,No,,No,No,Glenville,Condemned,,
,,,,OH,,11117 Earle Ave,Cleveland,OH,44108,Condemned Property,CONDEMN,06/28/2024,CONDEMN-108-31-012,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,108-31-012,,No,,No,No,Glenville,Condemned,,
,,,,OH,,7612 Ottawa Rd,Cleveland,OH,44105,Condemned Property,CONDEMN,06/28/2024,CONDEMN-133-18-037,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,133-18-037,,No,,No,No,Broadway-Slavic Village,Condemned,,
,,,,OH,,11103 Notre Dame Ave,Cleveland,OH,44104,Condemned Property,CONDEMN,06/27/2024,CONDEMN-121-33-070,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,121-33-070,,No,,No,No,Buckeye-Woodhill,Condemned,,
,,,,OH,,115 E 152 St,Cleveland,OH,44110,Condemned Property,CONDEMN,06/26/2024,CONDEMN-115-18-007,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,115-18-007,,No,,No,No,,Condemned,,
,,,,OH,,4088 E 72Nd St,Cleveland,OH,44105,Condemned Property,CONDEMN,06/25/2024,CONDEMN-134-01-068,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,134-01-068,,No,,No,No,Broadway-Slavic Village,Condemned,,
,,,,OH,,13601 Ashburton Ave,Cleveland,OH,44110,Condemned Property,CONDEMN,06/18/2024,CONDEMN-111-22-037,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,111-22-037,,No,,No,No,Collinwood-Nottingham,Condemned,,
,,,,OH,,14406 Idarose Ave,Cleveland,OH,44110,Condemned Property,CONDEMN,06/18/2024,CONDEMN-111-28-008,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,111-28-008,,No,,No,No,Collinwood-Nottingham,Condemned,,
,,,,OH,,16712 Westfield,Cleveland,OH,,Condemned Property,CONDEMN,06/18/2024,CONDEMN-116-22-041,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,116-22-041,,No,,No,No,Collinwood-Nottingham,Condemned,,
,,,,OH,,417 E 148Th St,Cleveland,OH,44110,Condemned Property,CONDEMN,06/14/2024,CONDEMN-112-20-039,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,112-20-039,,No,,No,No,North Shore Collinwood,Condemned,,
,,,,OH,,401 Cleveland Rd,Cleveland,OH,44108,Condemned Property,CONDEMN,06/07/2024,CONDEMN-111-18-013,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,111-18-013,,No,,No,No,Glenville,Condemned,,
,,,,OH,,814 E 155Th St,Cleveland,OH,44110,Condemned Property,CONDEMN,06/07/2024,CONDEMN-115-21-055,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,115-21-055,,No,,No,No,Collinwood-Nottingham,Condemned,,
,,,,OH,,1780 E 90Th St,Cleveland,OH,44106,Condemned Property,CONDEMN,06/06/2024,CONDEMN-119-09-027,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,119-09-027,,No,,No,No,Hough,Condemned,,
,,,,OH,,1966 W 47Th,Cleveland,OH,44102,Condemned Property,CONDEMN,06/05/2024,CONDEMN-002-34-100,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,002-34-100,,No,,No,No,Ohio City,Condemned,,
,,,,OH,,14733 Coit Rd,Cleveland,OH,44110,Condemned Property,CONDEMN,06/04/2024,CONDEMN-115-15-008,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,115-15-008,,No,,No,No,Collinwood-Nottingham,Condemned,,
,,,,OH,,4301 W 41St St,Cleveland,OH,44109,Condemned Property,CONDEMN,06/03/2024,CONDEMN-014-14-045,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,014-14-045,,No,,No,No,Old Brooklyn,Condemned,,
,,,,OH,,9920 Cumberland Rear,Cleveland,OH,44104,Condemned Property,CONDEMN,06/03/2024,CONDEMN-126-17-069,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,126-17-069,,No,,No,No,Buckeye-Woodhill,Condemned,,
,,,,OH,,3464 E 108Th St,Cleveland,OH,44104,Condemned Property,CONDEMN,05/31/2024,CONDEMN-127-25-100,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,127-25-100,,No,,No,No,Kinsman,Condemned,,
,,,,OH,,3074 E 93Rd St,Cleveland,OH,44104,Condemned Property,CONDEMN,05/30/2024,CONDEMN-126-38-013,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,126-38-013,,No,,No,No,Kinsman,Condemned,,
,,,,OH,,3342 143Rd,Cleveland,OH,44120,Condemned Property,CONDEMN,05/30/2024,CONDEMN-130-14-070,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,130-14-070,,No,,No,No,Mount Pleasant,Condemned,,
,,,,OH,,12501 Locke Ave,Cleveland,OH,44108,Condemned Property,CONDEMN,05/30/2024,CONDEMN-111-16-075,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,111-16-075,,No,,No,No,Glenville,Condemned,,
,,,,OH,,11721 Lenacrave Ave,Cleveland,OH,44105,Condemned Property,CONDEMN,05/30/2024,CONDEMN-137-20-057,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,137-20-057,,No,,No,No,Union-Miles,Condemned,,
,,,,OH,,4158 139Th,Cleveland,OH,44105,Condemned Property,CONDEMN,05/30/2024,CONDEMN-138-12-157,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,138-12-157,,No,,No,No,Union-Miles,Condemned,,
,,,,OH,,3884 E 154Th St,Cleveland,OH,44128,Condemned Property,CONDEMN,05/30/2024,CONDEMN-139-17-066,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,139-17-066,,No,,No,No,Mount Pleasant,Condemned,,
,,,,OH,,3773 Lee Rd,Cleveland,OH,44128,Condemned Property,CONDEMN,05/30/2024,CONDEMN-140-09-002,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,140-09-002,,No,,No,No,Lee-Harvard,Condemned,,
,,,,OH,,2855 E 99Th St,Cleveland,OH,44104,Condemned Property,CONDEMN,05/29/2024,CONDEMN-128-11-043,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,128-11-043,,No,,No,No,Buckeye-Woodhill,Condemned,,
,,,,OH,,14016 Lakota Ave,Cleveland,OH,44111,Condemned Property,CONDEMN,05/28/2024,CONDEMN-022-02-032,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,022-02-032,,No,,No,No,Jefferson,Condemned,,
,,,,OH,,6522 Forman,Cleveland,OH,44105,Condemned Property,CONDEMN,05/28/2024,CONDEMN-132-06-020,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,132-06-020,,No,,No,No,Broadway-Slavic Village,Condemned,,
,,,,OH,,15801 Halliday Ave,Cleveland,OH,44110,Condemned Property,CONDEMN,05/28/2024,CONDEMN-115-31-118,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,115-31-118,,No,,No,No,Collinwood-Nottingham,Condemned,,
,,,,OH,,9706 Columbia Ave,Cleveland,OH,44108,Condemned Property,CONDEMN,05/23/2024,CONDEMN-109-03-053,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,109-03-053,,No,,No,No,Glenville,Condemned,,
,,,,OH,,10726 Arthur Ave,Cleveland,OH,44106,Condemned Property,CONDEMN,05/23/2024,CONDEMN-121-21-038,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,121-21-038,,No,,No,No,University,Condemned,,
,,,,OH,,14045 St Clair Ave,Cleveland,OH,44110,Condemned Property,CONDEMN,05/22/2024,CONDEMN-115-04-085,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,115-04-085,,No,,No,No,Collinwood-Nottingham,Condemned,,
,,,,OH,,3107 Colburn Ave,Cleveland,OH,44109,Condemned Property,CONDEMN,05/21/2024,CONDEMN-014-20-031,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,014-20-031,,No,,No,No,Old Brooklyn,Condemned,,
,,,,OH,,3525 E 131St St,Cleveland,OH,44120,Condemned Property,CONDEMN,05/21/2024,CONDEMN-137-04-056,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,137-04-056,,No,,No,No,Mount Pleasant,Condemned,,
,,,,OH,,4093 E 123Rd St,Cleveland,OH,44105,Condemned Property,CONDEMN,05/21/2024,CONDEMN-138-09-033,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,138-09-033,,No,,No,No,Union-Miles,Condemned,,
,,,,OH,,11721 Buckingham Ave,Cleveland,OH,44120,Condemned Property,CONDEMN,05/20/2024,CONDEMN-129-08-050,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,129-08-050,,No,,No,No,Buckeye-Shaker Square,Condemned,,
,,,,OH,,12704 Shaw Ave,Cleveland,OH,44108,Condemned Property,CONDEMN,05/17/2024,CONDEMN-110-08-046,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,110-08-046,,No,,No,No,Glenville,Condemned,,
,,,,OH,,495 Cleveland Rd,Cleveland,OH,44108,Condemned Property,CONDEMN,05/17/2024,CONDEMN-111-17-038,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,111-17-038,,No,,No,No,Glenville,Condemned,,
,,,,OH,,3927 Newark Ave,Cleveland,OH,44109,Condemned Property,CONDEMN,05/16/2024,CONDEMN-007-29-118,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,007-29-118,,No,,No,No,Clark-Fulton,Condemned,,
,,,,OH,,878 E 129Th St,Cleveland,OH,44108,Condemned Property,CONDEMN,05/16/2024,CONDEMN-110-17-064,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,110-17-064,,No,,No,No,Glenville,Condemned,,
,,,,OH,,910 E 146 (Up),Cleveland,OH,44110,Condemned Property,CONDEMN,05/10/2024,CONDEMN-115-06-098,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,115-06-098,,No,,No,No,Collinwood-Nottingham,Condemned,,
,,,,OH,,1274 E 100Th St,Cleveland,OH,44108,Condemned Property,CONDEMN,05/09/2024,CONDEMN-109-10-144,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,109-10-144,,No,,No,No,Glenville,Condemned,,
,,,,OH,,3004 Ralph Ave,Cleveland,OH,44109,Condemned Property,CONDEMN,05/06/2024,CONDEMN-011-22-051,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,011-22-051,,No,,No,No,Old Brooklyn,Condemned,,
,,,,OH,,751 E 128Th St,Cleveland,OH,44108,Condemned Property,CONDEMN,05/03/2024,CONDEMN-110-15-003,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,110-15-003,,No,,No,No,Glenville,Condemned,,
,,,,OH,,3904 Martin Luther King Jr Dr,Cleveland,OH,44105,Condemned Property,CONDEMN,05/01/2024,CONDEMN-136-06-030,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,136-06-030,,No,,No,No,Union-Miles,Condemned,,
,,,,OH,,3601 W 50Th St,Cleveland,OH,44102,Condemned Property,CONDEMN,04/29/2024,CONDEMN-016-22-012,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,016-22-012,,No,,No,No,Stockyards,Condemned,,
,,,,OH,,3594 E 113Th St,Cleveland,OH,44105,Condemned Property,CONDEMN,04/29/2024,CONDEMN-135-13-045,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,135-13-045,,No,,No,No,Mount Pleasant,Condemned,,
,,,,OH,,1378 E 91 St,Cleveland,OH,44106,Condemned Property,CONDEMN,04/25/2024,CONDEMN-107-14-180,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,107-14-180,,No,,No,No,Hough,Condemned,,
,,,,OH,,9122 Easton Ave,Cleveland,OH,44104,Condemned Property,CONDEMN,04/25/2024,CONDEMN-127-12-101,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,127-12-101,,No,,No,No,Kinsman,Condemned,,
,,,,OH,,894 E 149Th St,Cleveland,OH,44110,Condemned Property,CONDEMN,04/24/2024,CONDEMN-115-06-012,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,115-06-012,,No,,No,No,Collinwood-Nottingham,Condemned,,
,,,,OH,,10602 Lamontier,Cleveland,OH,44104,Condemned Property,CONDEMN,04/23/2024,CONDEMN-128-14-071,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,128-14-071,,No,,No,No,Buckeye-Woodhill,Condemned,,
,,,,OH,,10000 Elwell Ave,Cleveland,OH,44104,Condemned Property,CONDEMN,04/18/2024,CONDEMN-128-13-016,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,128-13-016,,No,,No,No,Buckeye-Woodhill,Condemned,,
,,,,OH,,16301 Walden Ave,Cleveland,OH,44128,Condemned Property,CONDEMN,04/16/2024,CONDEMN-140-08-011,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,140-08-011,,No,,No,No,Lee-Harvard,Condemned,,
,,,,OH,,1130 E 113,Cleveland,OH,44108,Condemned Property,CONDEMN,04/15/2024,CONDEMN-109-22-109,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,109-22-109,,No,,No,No,Glenville,Condemned,,
,,,,OH,,4157 E 59Th St,Cleveland,OH,44105,Condemned Property,CONDEMN,04/15/2024,CONDEMN-132-23-040,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,132-23-040,,No,,No,No,Broadway-Slavic Village,Condemned,,
,,,,OH,,19401 Nottingham Rd,Cleveland,OH,44110,Condemned Property,CONDEMN,04/11/2024,CONDEMN-114-31-015,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,114-31-015,,No,,No,No,Collinwood-Nottingham,Condemned,,
,,,,OH,,3417 W 63Rd St,Cleveland,OH,44102,Condemned Property,CONDEMN,04/01/2024,CONDEMN-016-16-139,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,016-16-139,,No,,No,No,Stockyards,Condemned,,
,,,,OH,,3379 E 130 St,Cleveland,OH,44120,Condemned Property,CONDEMN,03/27/2024,CONDEMN-130-08-112,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,130-08-112,,No,,No,No,Mount Pleasant,Condemned,,
,,,,OH,,2221 E 76 Front,Cleveland,OH,44103,Condemned Property,CONDEMN,03/25/2024,CONDEMN-118-26-068,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,118-26-068,,No,,No,No,Fairfax,Condemned,,
,,,,OH,,8918 Easton Ave,Cleveland,OH,44104,Condemned Property,CONDEMN,03/22/2024,CONDEMN-127-12-088,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,127-12-088,,No,,No,No,Kinsman,Condemned,,
,,,,OH,,3727 E 140Th St,Cleveland,OH,44120,Condemned Property,CONDEMN,03/21/2024,CONDEMN-139-02-027,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,139-02-027,,No,,No,No,Mount Pleasant,Condemned,,
,,,,OH,,1567 E 36Th St,Cleveland,OH,44114,Condemned Property,CONDEMN,03/18/2024,CONDEMN-102-29-166,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,102-29-166,,No,,No,No,Goodrich-Kirtland Pk,Condemned,,
,,,,OH,,17425 Throckley Ave,Cleveland,OH,44128,Condemned Property,CONDEMN,03/14/2024,CONDEMN-140-11-056,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,140-11-056,,No,,No,No,Lee-Harvard,Condemned,,
,,,,OH,,1845 W 52 St,Cleveland,OH,44102,Condemned Property,CONDEMN,03/12/2024,CONDEMN-002-35-009,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,002-35-009,,No,,No,No,Detroit Shoreway,Condemned,,
