First Name,Last Name,Mailing Address,Mailing City,Mailing State,Mailing Zip,Property Address,Property City,Property State,Property Zip,Lead Type,Document Type,Date Filed,Document Number,Amount/Debt Owed,Seller Score,Motivated Seller Flags,Source,Public Records URL,Parcel Number,Appraised Value,Delinquent Taxes,Delinquent Amount,Homestead Exemption,Out-of-State Owner,Neighborhood,Violation Status,Violation Description,Violation Severity
,,,,OH,,"10010 Quebec Ave, Cleveland, Oh, 44106",Cleveland,OH,44106,Code Violation,CODE,04/09/2026,CMP26012949,,75,Code violation; Chief Approved violation; Address found; Multi-hit parcel,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/Cap/CapDetail.aspx?Module=BuildingHousing&TabName=BuildingHousing&capID1=26BCE&capID2=00000&capID3=09640&agencyCode=COC&IsToShowInspection=,121-19-042,,No,,No,No,Fairfax,Chief Approved,Accela Citizen Access City of Cleveland Permit Portal clevelandohio.gov Login Register for an Account | more more Message Bar Record V26012966 : Build,High
,,,,OH,,8217 Dorver Ave,Cleveland,OH,44105,Condemned Property,CONDEMN,04/15/2026,CONDEMN-134-14-043,,70,Condemned property; New this week; Address found; Multi-hit parcel,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,134-14-043,,No,,No,No,Broadway-Slavic Village,Condemned,,
,,,,OH,,"8900 Denison Ave, Cleveland, Oh, 44102",Cleveland,OH,44102,Code Violation,CODE,04/09/2026,CMP26012864,,65,Code violation; Address found; Multi-hit parcel,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/Cap/CapDetail.aspx?Module=BuildingHousing&TabName=BuildingHousing&capID1=26BCE&capID2=00000&capID3=09750&agencyCode=COC&IsToShowInspection=,017-05-028,,No,,No,No,West Boulevard,VN Created & Mailed,Accela Citizen Access City of Cleveland Permit Portal clevelandohio.gov Login Register for an Account | more more Message Bar Record V26013216 : Build,Medium
,,,,OH,,"8217 Dorver Ave, Cleveland, Oh, 44105",Cleveland,OH,44105,Code Violation,CODE,04/08/2026,CMP26012618,,65,Code violation; Address found; Multi-hit parcel,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/Cap/CapDetail.aspx?Module=BuildingHousing&TabName=BuildingHousing&capID1=26BCE&capID2=00000&capID3=10072&agencyCode=COC&IsToShowInspection=,134-14-043,,No,,No,No,Broadway-Slavic Village,VN Created & Mailed,Accela Citizen Access City of Cleveland Permit Portal clevelandohio.gov Login Register for an Account | more more Message Bar Record V26013855 : Build,Medium
,,,,OH,,"2387 Garden Ave, Cleveland, Oh, 44109",Cleveland,OH,44109,Code Violation,CODE,04/02/2026,CMP26011971,,65,Code violation; Address found; Multi-hit parcel,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/Cap/CapDetail.aspx?Module=BuildingHousing&TabName=BuildingHousing&capID1=26BCE&capID2=00000&capID3=10094&agencyCode=COC&IsToShowInspection=,008-24-036,,No,,No,No,Brooklyn Centre,Open,Accela Citizen Access City of Cleveland Permit Portal clevelandohio.gov Login Register for an Account | more more Message Bar Record V26013878 : Build,Medium
,,,,OH,,"462 E 123Rd St, Cleveland, Oh, 44108",Cleveland,OH,44108,Code Violation,CODE,03/23/2026,CMP26009985,,65,Code violation; Address found; Multi-hit parcel,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/Cap/CapDetail.aspx?Module=BuildingHousing&TabName=BuildingHousing&capID1=26BCE&capID2=00000&capID3=08047&agencyCode=COC&IsToShowInspection=,111-10-106,,No,,No,No,Glenville,VN Created & Mailed,Accela Citizen Access City of Cleveland Permit Portal clevelandohio.gov Login Register for an Account | more more Message Bar Record V26010116 : Build,Medium
,,,,OH,,3273 E 139Th St,Cleveland,OH,44120,Condemned Property,CONDEMN,04/09/2026,CONDEMN-130-11-070,,65,Condemned property; Address found; Multi-hit parcel,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,130-11-070,,No,,No,No,Mount Pleasant,Condemned,,
,,,,OH,,3654 E 140Th St,Cleveland,OH,44120,Condemned Property,CONDEMN,04/09/2026,CONDEMN-137-13-045,,65,Condemned property; Address found; Multi-hit parcel,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,137-13-045,,No,,No,No,Mount Pleasant,Condemned,,
,,,,OH,,4061 E 131,Cleveland,OH,44105,Condemned Property,CONDEMN,04/09/2026,CONDEMN-138-11-003,,65,Condemned property; Address found; Multi-hit parcel,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,138-11-003,,No,,No,No,Union-Miles,Condemned,,
,,,,OH,,17608 S Miles Rd,Cleveland,OH,44128,Condemned Property,CONDEMN,04/09/2026,CONDEMN-143-18-030,,65,Condemned property; Address found; Multi-hit parcel,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,143-18-030,,No,,No,No,Lee-Seville,Condemned,,
,,,,OH,,10010 Quebec Ave,Cleveland,OH,44106,Condemned Property,CONDEMN,04/09/2026,CONDEMN-121-19-042,,65,Condemned property; Address found; Multi-hit parcel,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,121-19-042,,No,,No,No,Fairfax,Condemned,,
,,,,OH,,3811 Muriel Ave,Cleveland,OH,44109,Condemned Property,CONDEMN,04/07/2026,CONDEMN-014-09-027,,65,Condemned property; Address found; Multi-hit parcel,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,014-09-027,,No,,No,No,Old Brooklyn,Condemned,,
,,,,OH,,2291 W 6Th St,Cleveland,OH,44113,Condemned Property,CONDEMN,04/02/2026,CONDEMN-004-18-075,,65,Condemned property; Address found; Multi-hit parcel,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,004-18-075,,No,,No,No,Tremont,Condemned,,
,,,,OH,,755 Lakeview Rd,Cleveland,OH,44108,Condemned Property,CONDEMN,04/02/2026,CONDEMN-110-18-027,,65,Condemned property; Address found; Multi-hit parcel,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,110-18-027,,No,,No,No,Glenville,Condemned,,
,,,,OH,,14905 Benwood Ave,Cleveland,OH,44128,Condemned Property,CONDEMN,04/01/2026,CONDEMN-139-15-090,,65,Condemned property; Address found; Multi-hit parcel,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,139-15-090,,No,,No,No,Union-Miles,Condemned,,
,,,,OH,,11500 Madison Ave,Cleveland,OH,44102,Condemned Property,CONDEMN,03/27/2026,CONDEMN-001-22-004,,65,Condemned property; Address found; Multi-hit parcel,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,001-22-004,,No,,No,No,Edgewater,Condemned,,
,,,,OH,,462 E 123Rd St,Cleveland,OH,44108,Condemned Property,CONDEMN,03/24/2026,CONDEMN-111-10-106,,65,Condemned property; Address found; Multi-hit parcel,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,111-10-106,,No,,No,No,Glenville,Condemned,,
,,,,OH,,2387 Garden Ave,Cleveland,OH,44109,Condemned Property,CONDEMN,09/08/2025,CONDEMN-008-24-036,,65,Condemned property; Address found; Multi-hit parcel,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,008-24-036,,No,,No,No,Brooklyn Centre,Condemned,,
,,,,OH,,1926 Clover Ave,Cleveland,OH,44109,Condemned Property,CONDEMN,06/16/2025,CONDEMN-008-16-108,,65,Condemned property; Address found; Multi-hit parcel,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,008-16-108,,No,,No,No,Tremont,Condemned,,
,,,,OH,,8900 Denison Ave,Cleveland,OH,44102,Condemned Property,CONDEMN,02/09/2022,CONDEMN-017-05-028,,65,Condemned property; Address found; Multi-hit parcel,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,017-05-028,,No,,No,No,West Boulevard,Condemned,,
,,,,OH,,"853 E 149Th St, Cleveland, Oh, 44110",Cleveland,OH,44110,Code Violation,CODE,04/17/2026,CMP26014360,,60,Code violation; New this week; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/Cap/CapDetail.aspx?Module=BuildingHousing&TabName=BuildingHousing&capID1=26BCE&capID2=00000&capID3=13375&agencyCode=COC&IsToShowInspection=,115-10-052,,No,,No,No,Collinwood-Nottingham,VN Created & Mailed,Accela Citizen Access City of Cleveland Permit Portal clevelandohio.gov Login Register for an Account | more more Message Bar Record V26014361 : Build,Medium
,,,,OH,,"19008 Cherokee Ave, Cleveland, Oh, 44119",Cleveland,OH,44119,Code Violation,CODE,04/17/2026,CMP26014261,,60,Code violation; New this week; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/Cap/CapDetail.aspx?Module=BuildingHousing&TabName=BuildingHousing&capID1=26BCE&capID2=00000&capID3=13331&agencyCode=COC&IsToShowInspection=,114-16-150,,No,,No,No,North Shore Collinwood,VN Created & Mailed,Accela Citizen Access City of Cleveland Permit Portal clevelandohio.gov Login Register for an Account | more more Message Bar Record V26014263 : Build,Medium
,,,,OH,,"872 E 143Rd St, Cleveland, Oh, 44110",Cleveland,OH,44110,Code Violation,CODE,04/17/2026,CMP26014324,,60,Code violation; New this week; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/Cap/CapDetail.aspx?Module=BuildingHousing&TabName=BuildingHousing&capID1=26BCE&capID2=00000&capID3=13354&agencyCode=COC&IsToShowInspection=,115-02-046,,No,,No,No,Collinwood-Nottingham,VN Created & Mailed,Accela Citizen Access City of Cleveland Permit Portal clevelandohio.gov Login Register for an Account | more more Message Bar Record V26014327 : Build,Medium
,,,,OH,,"976 E 143Rd St, Cleveland, Oh, 44110",Cleveland,OH,44110,Code Violation,CODE,04/17/2026,CMP26014340,,60,Code violation; New this week; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/Cap/CapDetail.aspx?Module=BuildingHousing&TabName=BuildingHousing&capID1=26BCE&capID2=00000&capID3=13359&agencyCode=COC&IsToShowInspection=,115-03-067,,No,,No,No,Collinwood-Nottingham,VN Created & Mailed,Accela Citizen Access City of Cleveland Permit Portal clevelandohio.gov Login Register for an Account | more more Message Bar Record V26014341 : Build,Medium
,,,,OH,,"1228 E 89Th St, Cleveland, Oh, 44108",Cleveland,OH,44108,Code Violation,CODE,04/15/2026,CMP26013953,,60,Code violation; New this week; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/Cap/CapDetail.aspx?Module=BuildingHousing&TabName=BuildingHousing&capID1=26BCE&capID2=00000&capID3=13379&agencyCode=COC&IsToShowInspection=,107-10-013,,No,,No,No,St.Clair-Superior,Open,Accela Citizen Access City of Cleveland Permit Portal clevelandohio.gov Login Register for an Account | more more Message Bar Record V26014369 : Build,Medium
,,,,OH,,"1523 E 122Nd St, Cleveland, Oh, 44106",Cleveland,OH,44106,Code Violation,CODE,04/15/2026,CMP26014033,,60,Code violation; New this week; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/Cap/CapDetail.aspx?Module=BuildingHousing&TabName=BuildingHousing&capID1=26BCE&capID2=00000&capID3=13380&agencyCode=COC&IsToShowInspection=,120-14-049,,No,,No,No,Glenville,Open,Accela Citizen Access City of Cleveland Permit Portal clevelandohio.gov Login Register for an Account | more more Message Bar Record V26014370 : Build,Medium
,,,,OH,,"18126 Brysdale Ave, Cleveland, Oh, 44135",Cleveland,OH,44135,Code Violation,CODE,04/15/2026,CMP26013962,,60,Code violation; New this week; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/Cap/CapDetail.aspx?Module=BuildingHousing&TabName=BuildingHousing&capID1=26BCE&capID2=00000&capID3=13312&agencyCode=COC&IsToShowInspection=,028-09-043,,No,,No,No,Hopkins,Open,Accela Citizen Access City of Cleveland Permit Portal clevelandohio.gov Login Register for an Account | more more Message Bar Record V26014228 : Build,Medium
,,,,OH,,"15410 Calcutta Ave, Cleveland, Oh, 44110",Cleveland,OH,44110,Code Violation,CODE,04/14/2026,CMP26013593,,60,Code violation; New this week; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/Cap/CapDetail.aspx?Module=BuildingHousing&TabName=BuildingHousing&capID1=26BCE&capID2=00000&capID3=10143&agencyCode=COC&IsToShowInspection=,116-01-087,,No,,No,No,North Shore Collinwood,VN Created & Mailed,Accela Citizen Access City of Cleveland Permit Portal clevelandohio.gov Login Register for an Account | more more Message Bar Record V26013984 : Build,Medium
,,,,OH,,"1936 W 25Th St, Cleveland, Oh, 44113",Cleveland,OH,44113,Code Violation,CODE,04/14/2026,CMP26013754,,60,Code violation; New this week; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/Cap/CapDetail.aspx?Module=BuildingHousing&TabName=BuildingHousing&capID1=26BCE&capID2=00000&capID3=10240&agencyCode=COC&IsToShowInspection=,003-38-018,,No,,No,No,Ohio City,Open,Accela Citizen Access City of Cleveland Permit Portal clevelandohio.gov Login Register for an Account | more more Message Bar Record V26014169 : Build,Medium
,,,,OH,,"17645 Lakeport Ave, Cleveland, Oh, 44119",Cleveland,OH,44119,Code Violation,CODE,04/13/2026,CMP26013472,,60,Code violation; New this week; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/Cap/CapDetail.aspx?Module=BuildingHousing&TabName=BuildingHousing&capID1=26BCE&capID2=00000&capID3=10049&agencyCode=COC&IsToShowInspection=,113-04-023,,No,,No,No,North Shore Collinwood,Open,Accela Citizen Access City of Cleveland Permit Portal clevelandohio.gov Login Register for an Account | more more Message Bar Record V26013819 : Build,Medium
,,,,OH,,"4403 E 141St St, Cleveland, Oh, 44128",Cleveland,OH,44128,Code Violation,CODE,04/13/2026,CMP26013408,,60,Code violation; New this week; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/Cap/CapDetail.aspx?Module=BuildingHousing&TabName=BuildingHousing&capID1=26BCE&capID2=00000&capID3=13315&agencyCode=COC&IsToShowInspection=,138-22-027,,No,,No,No,Lee-Seville,Open,Accela Citizen Access City of Cleveland Permit Portal clevelandohio.gov Login Register for an Account | more more Message Bar Record V26014231 : Build,Medium
,,,,OH,,"10506 Dove Ave, Cleveland, Oh, 44105",Cleveland,OH,44105,Code Violation,CODE,04/13/2026,CMP26013322,,60,Code violation; New this week; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/Cap/CapDetail.aspx?Module=BuildingHousing&TabName=BuildingHousing&capID1=26BCE&capID2=00000&capID3=09945&agencyCode=COC&IsToShowInspection=,136-04-087,,No,,No,No,Union-Miles,VN Created & Mailed,Accela Citizen Access City of Cleveland Permit Portal clevelandohio.gov Login Register for an Account | more more Message Bar Record V26013598 : Build,Medium
,,,,OH,,"1908 Broadview Ct, Cleveland, Oh, 44109",Cleveland,OH,44109,Code Violation,CODE,04/13/2026,CMP26013361,,60,Code violation; New this week; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/Cap/CapDetail.aspx?Module=BuildingHousing&TabName=BuildingHousing&capID1=26BCE&capID2=00000&capID3=10146&agencyCode=COC&IsToShowInspection=,010-07-103,,No,,No,No,Old Brooklyn,Open,Accela Citizen Access City of Cleveland Permit Portal clevelandohio.gov Login Register for an Account | more more Message Bar Record V26013989 : Build,Medium
,,,,OH,,"3654 E 140Th St, Cleveland, Oh, 44120",Cleveland,OH,44120,Code Violation,CODE,04/08/2026,CMP26012631,,60,Code violation; Address found; Multi-hit parcel,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/Cap/CapDetail.aspx?Module=BuildingHousing&TabName=BuildingHousing&capID1=26BCE&capID2=00000&capID3=09538&agencyCode=COC&IsToShowInspection=,137-13-045,,No,,No,No,Mount Pleasant,Post&Photo (C),Accela Citizen Access City of Cleveland Permit Portal clevelandohio.gov Login Register for an Account | more more Message Bar Record V26012770 : Build,Low
,,,,OH,,"4061 E 131, Cleveland, Oh, 44105",Cleveland,OH,44105,Code Violation,CODE,04/08/2026,CMP26012633,,60,Code violation; Address found; Multi-hit parcel,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/Cap/CapDetail.aspx?Module=BuildingHousing&TabName=BuildingHousing&capID1=26BCE&capID2=00000&capID3=09518&agencyCode=COC&IsToShowInspection=,138-11-003,,No,,No,No,Union-Miles,Post&Photo (C),Accela Citizen Access City of Cleveland Permit Portal clevelandohio.gov Login Register for an Account | more more Message Bar Record V26012716 : Build,Low
,,,,OH,,"1926 Clover Ave, Cleveland, Oh, 44109",Cleveland,OH,44109,Code Violation,CODE,04/06/2026,CMP26012281,,60,Code violation; Address found; Multi-hit parcel,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/Cap/CapDetail.aspx?Module=BuildingHousing&TabName=BuildingHousing&capID1=26BCE&capID2=00000&capID3=09479&agencyCode=COC&IsToShowInspection=,008-16-108,,No,,No,No,Tremont,Post&Photo (NC),Accela Citizen Access City of Cleveland Permit Portal clevelandohio.gov Login Register for an Account | more more Message Bar Record V26012635 : Build,Low
,,,,OH,,"3811 Muriel Ave, Cleveland, Oh, 44109",Cleveland,OH,44109,Code Violation,CODE,04/02/2026,CMP26011931,,60,Code violation; Address found; Multi-hit parcel,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/Cap/CapDetail.aspx?Module=BuildingHousing&TabName=BuildingHousing&capID1=26BCE&capID2=00000&capID3=09289&agencyCode=COC&IsToShowInspection=,014-09-027,,No,,No,No,Old Brooklyn,Post&Photo (C),Accela Citizen Access City of Cleveland Permit Portal clevelandohio.gov Login Register for an Account | more more Message Bar Record V26012264 : Build,Low
,,,,OH,,"17608 S Miles Rd, Cleveland, Oh, 44128",Cleveland,OH,44128,Code Violation,CODE,04/02/2026,CMP26011995,,60,Code violation; Address found; Multi-hit parcel,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/Cap/CapDetail.aspx?Module=BuildingHousing&TabName=BuildingHousing&capID1=26BCE&capID2=00000&capID3=09257&agencyCode=COC&IsToShowInspection=,143-18-030,,No,,No,No,Lee-Seville,Post&Photo (C),Accela Citizen Access City of Cleveland Permit Portal clevelandohio.gov Login Register for an Account | more more Message Bar Record V26012177 : Build,Low
,,,,OH,,"2291 W 6Th St, Cleveland, Oh, 44113",Cleveland,OH,44113,Code Violation,CODE,04/01/2026,CMP26011712,,60,Code violation; Address found; Multi-hit parcel,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/Cap/CapDetail.aspx?Module=BuildingHousing&TabName=BuildingHousing&capID1=26BCE&capID2=00000&capID3=09158&agencyCode=COC&IsToShowInspection=,004-18-075,,No,,No,No,Tremont,Post&Photo (C),Accela Citizen Access City of Cleveland Permit Portal clevelandohio.gov Login Register for an Account | more more Message Bar Record V26011962 : Build,Low
,,,,OH,,"3273 E 139Th St, Cleveland, Oh, 44120",Cleveland,OH,44120,Code Violation,CODE,03/31/2026,CMP26011395,,60,Code violation; Address found; Multi-hit parcel,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/Cap/CapDetail.aspx?Module=BuildingHousing&TabName=BuildingHousing&capID1=26BCE&capID2=00000&capID3=08991&agencyCode=COC&IsToShowInspection=,130-11-070,,No,,No,No,Mount Pleasant,Post&Photo (C),Accela Citizen Access City of Cleveland Permit Portal clevelandohio.gov Login Register for an Account | more more Message Bar Record V26011574 : Build,Low
,,,,OH,,"14905 Benwood Ave, Cleveland, Oh, 44128",Cleveland,OH,44128,Code Violation,CODE,03/30/2026,CMP26011238,,60,Code violation; Address found; Multi-hit parcel,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/Cap/CapDetail.aspx?Module=BuildingHousing&TabName=BuildingHousing&capID1=26BCE&capID2=00000&capID3=08953&agencyCode=COC&IsToShowInspection=,139-15-090,,No,,No,No,Union-Miles,Post&Photo (C),Accela Citizen Access City of Cleveland Permit Portal clevelandohio.gov Login Register for an Account | more more Message Bar Record V26011519 : Build,Low
,,,,OH,,"11500 Madison Ave, Cleveland, Oh, 44102",Cleveland,OH,44102,Code Violation,CODE,03/27/2026,CMP26010821,,60,Code violation; Address found; Multi-hit parcel,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/Cap/CapDetail.aspx?Module=BuildingHousing&TabName=BuildingHousing&capID1=26BCE&capID2=00000&capID3=08550&agencyCode=COC&IsToShowInspection=,001-22-004,,No,,No,No,Edgewater,Post&Photo (C),Accela Citizen Access City of Cleveland Permit Portal clevelandohio.gov Login Register for an Account | more more Message Bar Record V26010905 : Build,Low
,,,,OH,,"755 Lakeview Rd, Cleveland, Oh, 44108",Cleveland,OH,44108,Code Violation,CODE,03/24/2026,CMP26010225,,60,Code violation; Address found; Multi-hit parcel,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/Cap/CapDetail.aspx?Module=BuildingHousing&TabName=BuildingHousing&capID1=26BCE&capID2=00000&capID3=08641&agencyCode=COC&IsToShowInspection=,110-18-027,,No,,No,No,Glenville,Post&Photo (C),Accela Citizen Access City of Cleveland Permit Portal clevelandohio.gov Login Register for an Account | more more Message Bar Record V26011135 : Build,Low
,,,,OH,,2805 E 116Th St,Cleveland,OH,44120,Condemned Property,CONDEMN,04/17/2026,CONDEMN-129-14-006,,60,Condemned property; New this week; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,129-14-006,,No,,No,No,Buckeye-Shaker Square,Condemned,,
,,,,OH,,1128 E 66Th St,Cleveland,OH,44103,Condemned Property,CONDEMN,04/16/2026,CONDEMN-105-24-117,,60,Condemned property; New this week; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,105-24-117,,No,,No,No,St.Clair-Superior,Condemned,,
,,,,OH,,695 E 93Rd St,Cleveland,OH,44108,Condemned Property,CONDEMN,04/16/2026,CONDEMN-108-07-001,,60,Condemned property; New this week; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,108-07-001,,No,,No,No,Glenville,Condemned,,
,,,,OH,,914 Eddy,Cleveland,OH,44108,Condemned Property,CONDEMN,04/16/2026,CONDEMN-110-12-045,,60,Condemned property; New this week; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,110-12-045,,No,,No,No,Glenville,Condemned,,
,,,,OH,,3453 E 53Rd St,Cleveland,OH,44127,Condemned Property,CONDEMN,04/16/2026,CONDEMN-131-21-034,,60,Condemned property; New this week; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,131-21-034,,No,,No,No,Broadway-Slavic Village,Condemned,,
,,,,OH,,10619 Bryant,Cleveland,OH,44108,Condemned Property,CONDEMN,04/15/2026,CONDEMN-108-26-062,,60,Condemned property; New this week; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,108-26-062,,No,,No,No,Glenville,Condemned,,
,,,,OH,,922 Eddy Rd,Cleveland,OH,44108,Condemned Property,CONDEMN,04/15/2026,CONDEMN-110-12-043,,60,Condemned property; New this week; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,110-12-043,,No,,No,No,Glenville,Condemned,,
,,,,OH,,2117 E 81St Pl,Cleveland,OH,44103,Condemned Property,CONDEMN,04/15/2026,CONDEMN-119-21-041,,60,Condemned property; New this week; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,119-21-041,,No,,No,No,Fairfax,Condemned,,
,,,,OH,,6623 Chambers Ave,Cleveland,OH,44105,Condemned Property,CONDEMN,04/13/2026,CONDEMN-132-06-043,,60,Condemned property; New this week; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,132-06-043,,No,,No,No,Broadway-Slavic Village,Condemned,,
,,,,OH,,18214 Invermere Ave,Cleveland,OH,44122,Condemned Property,CONDEMN,04/13/2026,CONDEMN-140-23-078,,60,Condemned property; New this week; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,140-23-078,,No,,No,No,Lee-Harvard,Condemned,,
,,,,OH,,"6111 St Clair Ave, Cleveland, Oh, 44103",Cleveland,OH,44103,Code Violation,CODE,04/14/2026,CMP26013794,,55,Code violation; New this week; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/Cap/CapDetail.aspx?Module=BuildingHousing&TabName=BuildingHousing&capID1=26BCE&capID2=00000&capID3=13361&agencyCode=COC&IsToShowInspection=,105-07-024,,No,,No,No,St.Clair-Superior,Awaiting Reinspection,Accela Citizen Access City of Cleveland Permit Portal clevelandohio.gov Login Register for an Account | more more Message Bar Record V26014344 : Build,Low
,,,,OH,,"1028 E 68Th St, Cleveland, Oh, 44103",Cleveland,OH,44103,Code Violation,CODE,04/14/2026,CMP26013649,,55,Code violation; New this week; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/Cap/CapDetail.aspx?Module=BuildingHousing&TabName=BuildingHousing&capID1=26BCE&capID2=00000&capID3=10006&agencyCode=COC&IsToShowInspection=,105-24-022,,No,,No,No,St.Clair-Superior,Awaiting Reinspection,Accela Citizen Access City of Cleveland Permit Portal clevelandohio.gov Login Register for an Account | more more Message Bar Record V26013739 : Build,Low
,,,,OH,,"855 E 143Rd St, Cleveland, Oh, 44110",Cleveland,OH,44110,Code Violation,CODE,04/14/2026,CMP26013680,,55,Code violation; New this week; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/Cap/CapDetail.aspx?Module=BuildingHousing&TabName=BuildingHousing&capID1=26BCE&capID2=00000&capID3=12921&agencyCode=COC&IsToShowInspection=,115-02-033,,No,,No,No,Collinwood-Nottingham,Awaiting Reinspection,Accela Citizen Access City of Cleveland Permit Portal clevelandohio.gov Login Register for an Account | more more Message Bar Record V26014223 : Build,Low
,,,,OH,,"2182 Fulton Rd, Cleveland, Oh, 44113",Cleveland,OH,44113,Code Violation,CODE,04/13/2026,CMP26013550,,55,Code violation; New this week; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/Cap/CapDetail.aspx?Module=BuildingHousing&TabName=BuildingHousing&capID1=26BCE&capID2=00000&capID3=10009&agencyCode=COC&IsToShowInspection=,007-07-100,,No,,No,No,Ohio City,Awaiting Reinspection,Accela Citizen Access City of Cleveland Permit Portal clevelandohio.gov Login Register for an Account | more more Message Bar Record V26013746 : Build,Low
,,,,OH,,"11317 Nelson Ave, Cleveland, Oh, 44105",Cleveland,OH,44105,Code Violation,CODE,04/12/2026,CMP26013306,,55,Code violation; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/Cap/CapDetail.aspx?Module=BuildingHousing&TabName=BuildingHousing&capID1=26BCE&capID2=00000&capID3=10255&agencyCode=COC&IsToShowInspection=,136-06-111,,No,,No,No,Union-Miles,VN Created & Mailed,Accela Citizen Access City of Cleveland Permit Portal clevelandohio.gov Login Register for an Account | more more Message Bar Record V26014194 : Build,Medium
,,,,OH,,"7709 Elton Ave, Cleveland, Oh, 44102",Cleveland,OH,44102,Code Violation,CODE,04/10/2026,CMP26013242,,55,Code violation; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/Cap/CapDetail.aspx?Module=BuildingHousing&TabName=BuildingHousing&capID1=26BCE&capID2=00000&capID3=09885&agencyCode=COC&IsToShowInspection=,006-07-002,,No,,No,No,Detroit Shoreway,VN Created & Mailed,Accela Citizen Access City of Cleveland Permit Portal clevelandohio.gov Login Register for an Account | more more Message Bar Record V26013480 : Build,Medium
,,,,OH,,"4407 Clinton Ave, Cleveland, Oh, 44113",Cleveland,OH,44113,Code Violation,CODE,04/10/2026,CMP26013191,,55,Code violation; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/Cap/CapDetail.aspx?Module=BuildingHousing&TabName=BuildingHousing&capID1=26BCE&capID2=00000&capID3=10097&agencyCode=COC&IsToShowInspection=,003-25-041,,No,,No,No,Ohio City,Open,Accela Citizen Access City of Cleveland Permit Portal clevelandohio.gov Login Register for an Account | more more Message Bar Record V26013882 : Build,Medium
